"region","set_type","status","all_pop","ind_edu","phd_edu","hig_edu","mast_edu","spec_edu","bac_edu","not_compl_edu","prof_edu","prof_edu_mid_spec","prof_edu_work","mid_edu","mid_edu_gen","mid_edu_prim","non_edu","not_ind_edu"
"Novgorod Oblast","village",NA,135142,124726,1498,15264,752,11080,3432,1564,56616,34801,21815,27710,17152,4657,265,10416
"Novgorod Oblast","village","indicated status",123141,121708,1478,15028,747,10898,3383,1530,55576,34196,21380,26787,16562,4490,257,1433
"Novgorod Oblast","village","labour force",60342,59434,777,9803,512,6894,2397,946,30859,18254,12605,11545,5129,362,13,908
"Novgorod Oblast","village","employed",59642,58738,767,9733,504,6851,2378,937,30550,18101,12449,11367,5020,351,13,904
"Novgorod Oblast","village","unemployed",700,696,10,70,8,43,19,9,309,153,156,178,109,11,NA,4
"Novgorod Oblast","village","not in labour",62799,62274,701,5225,235,4004,986,584,24717,15942,8775,15242,11433,4128,244,525
"Novgorod Oblast","village","labour force",763,760,9,94,8,69,17,10,298,155,143,207,124,16,2,3
"Novgorod Oblast","village",NA,12001,3018,20,236,5,182,49,34,1040,605,435,923,590,167,8,8983
"Pskov Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pskov Oblast","total",NA,502440,474705,5878,107904,5451,76785,25668,7701,209909,135429,74480,86786,43925,11842,760,27735
"Pskov Oblast","total","indicated status",478210,469628,5835,107193,5420,76301,25472,7609,208138,134249,73889,85662,42992,11459,740,8582
"Pskov Oblast","total","labour force",266043,259941,3509,77469,4357,53626,19486,5174,124092,78041,46051,36699,11904,1009,85,6102
"Pskov Oblast","total","employed",262825,256740,3479,76843,4306,53235,19302,5120,122752,77243,45509,35986,11499,978,83,6085
"Pskov Oblast","total","unemployed",3218,3201,30,626,51,391,184,54,1340,798,542,713,405,31,2,17
"Pskov Oblast","total","not in labour",212167,209687,2326,29724,1063,22675,5986,2435,84046,56208,27838,48963,31088,10450,655,2480
"Pskov Oblast","total","labour force",4708,4690,54,840,57,562,221,89,1858,1125,733,1191,588,66,4,18
"Pskov Oblast","total",NA,24230,5077,43,711,31,484,196,92,1771,1180,591,1124,933,383,20,19153
"Pskov Oblast","city",NA,354399,329441,4533,87412,4501,62103,20808,5877,146945,99218,47727,54813,23880,5579,402,24958
"Pskov Oblast","city","indicated status",333602,325886,4497,86845,4476,61695,20674,5809,145710,98359,47351,54033,23269,5341,382,7716
"Pskov Oblast","city","labour force",196195,190642,2783,64113,3625,44490,15998,4046,89625,58945,30680,23580,5975,461,59,5553
"Pskov Oblast","city","employed",194323,188784,2759,63634,3588,44200,15846,4001,88878,58460,30418,23164,5839,451,58,5539
"Pskov Oblast","city","unemployed",1872,1858,24,479,37,290,152,45,747,485,262,416,136,10,1,14
"Pskov Oblast","city","not in labour",137407,135244,1714,22732,851,17205,4676,1763,56085,39414,16671,30453,17294,4880,323,2163
"Pskov Oblast","city","labour force",2934,2922,39,663,50,442,171,61,1123,738,385,707,290,36,3,12
"Pskov Oblast","city",NA,20797,3555,36,567,25,408,134,68,1235,859,376,780,611,238,20,17242
"Pskov Oblast","village",NA,148041,145264,1345,20492,950,14682,4860,1824,62964,36211,26753,31973,20045,6263,358,2777
"Pskov Oblast","village","indicated status",144608,143742,1338,20348,944,14606,4798,1800,62428,35890,26538,31629,19723,6118,358,866
"Pskov Oblast","village","labour force",69848,69299,726,13356,732,9136,3488,1128,34467,19096,15371,13119,5929,548,26,549
"Pskov Oblast","village","employed",68502,67956,720,13209,718,9035,3456,1119,33874,18783,15091,12822,5660,527,25,546
"Pskov Oblast","village","unemployed",1346,1343,6,147,14,101,32,9,593,313,280,297,269,21,1,3
"Pskov Oblast","village","not in labour",74760,74443,612,6992,212,5470,1310,672,27961,16794,11167,18510,13794,5570,332,317
"Pskov Oblast","village","labour force",1774,1768,15,177,7,120,50,28,735,387,348,484,298,30,1,6
"Pskov Oblast","village",NA,3433,1522,7,144,6,76,62,24,536,321,215,344,322,145,NA,1911
"Pskov Oblast","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pskov Oblast","city",NA,4825114,3386389,72990,1282190,122522,834243,325425,148983,1208257,744628,463629,421923,215045,33821,3180,1438725
"Pskov Oblast","city","indicated status",3600543,3276490,71180,1258147,120854,818673,318620,144138,1174715,723633,451082,400107,195228,29943,3032,324053
"Pskov Oblast","city","labour force",2505498,2267268,51387,1014486,101205,643977,269304,113479,806634,491509,315125,191338,84814,4071,1059,238230
"Pskov Oblast","city","employed",2490665,2252704,51130,1008430,100476,640293,267661,112800,802888,489422,313466,188554,83887,3972,1043,237961
"Pskov Oblast","city","unemployed",14833,14564,257,6056,729,3684,1643,679,3746,2087,1659,2784,927,99,16,269
"Pskov Oblast","city","not in labour",1095045,1009222,19793,243661,19649,174696,49316,30659,368081,232124,135957,208769,110414,25872,1973,85823
"Pskov Oblast","city","labour force",22414,21895,528,8290,1062,5234,1994,998,5465,3226,2239,4954,1425,212,23,519
"Pskov Oblast","city",NA,1224571,109899,1810,24043,1668,15570,6805,4845,33542,20995,12547,21816,19817,3878,148,1114672
"Southern federal district","city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern federal district","total",NA,14148331,12159234,150078,2864514,209872,1889033,765609,280263,4810388,3123974,1686414,2497104,1282376,254128,20383,1989097
"Southern federal district","total","indicated status",12184349,11811718,146266,2803080,206157,1848614,748309,272094,4697147,3047173,1649974,2412824,1222434,238202,19671,372631
"Southern federal district","total","labour force",7206358,6934158,98834,2129916,165933,1367869,596114,199888,2956592,1881762,1074830,1088862,431353,25737,2976,272200
"Southern federal district","total","employed",7138019,6866607,98151,2113331,164226,1357413,591692,198166,2932031,1866951,1065080,1072852,424288,24891,2897,271412
"Southern federal district","total","unemployed",68339,67551,683,16585,1707,10456,4422,1722,24561,14811,9750,16010,7065,846,79,788
"Southern federal district","total","not in labour",4977991,4877560,47432,673164,40224,480745,152195,72206,1740555,1165411,575144,1323962,791081,212465,16695,100431
"Southern federal district","total","labour force",91454,89974,1090,22140,2278,14171,5691,1996,30731,18905,11826,22348,10224,1302,143,1480
"Southern federal district","total",NA,1963982,347516,3812,61434,3715,40419,17300,8169,113241,76801,36440,84280,59942,15926,712,1616466
"Southern federal district","city",NA,9049508,7261007,114866,2136642,166440,1408777,561425,206893,2906812,1930770,976042,1191178,586871,108625,9120,1788501
"Southern federal district","city","indicated status",7327630,7006602,111513,2084890,163377,1374575,546938,200032,2821665,1872360,949305,1135252,546517,98135,8598,321028
"Southern federal district","city","labour force",4616762,4377450,76947,1609641,132401,1032687,444553,150922,1819792,1183932,635860,504948,201447,11893,1860,239312
"Southern federal district","city","employed",4581276,4342538,76424,1597667,131076,1025089,441502,149765,1807743,1176358,631385,498752,198901,11454,1832,238738
"Southern federal district","city","unemployed",35486,34912,523,11974,1325,7598,3051,1157,12049,7574,4475,6196,2546,439,28,574
"Southern federal district","city","not in labour",2710868,2629152,34566,475249,30976,341888,102385,49110,1001873,688428,313445,630304,345070,86242,6738,81716
"Southern federal district","city","labour force",49689,48590,840,16230,1797,10493,3940,1338,15672,10051,5621,10137,3716,603,54,1099
"Southern federal district","city",NA,1721878,254405,3353,51752,3063,34202,14487,6861,85147,58410,26737,55926,40354,10490,522,1467473
"Southern federal district","village",NA,5098823,4898227,35212,727872,43432,480256,204184,73370,1903576,1193204,710372,1305926,695505,145503,11263,200596
"Southern federal district","village","indicated status",4856719,4805116,34753,718190,42780,474039,201371,72062,1875482,1174813,700669,1277572,675917,140067,11073,51603
"Southern federal district","village","labour force",2589596,2556708,21887,520275,33532,335182,151561,48966,1136800,697830,438970,583914,229906,13844,1116,32888
"Southern federal district","village","employed",2556743,2524069,21727,515664,33150,332324,150190,48401,1124288,690593,433695,574100,225387,13437,1065,32674
"Southern federal district","village","unemployed",32853,32639,160,4611,382,2858,1371,565,12512,7237,5275,9814,4519,407,51,214
"Southern federal district","village","not in labour",2267123,2248408,12866,197915,9248,138857,49810,23096,738682,476983,261699,693658,446011,126223,9957,18715
"Southern federal district","village","labour force",41765,41384,250,5910,481,3678,1751,658,15059,8854,6205,12211,6508,699,89,381
"Southern federal district","village",NA,242104,93111,459,9682,652,6217,2813,1308,28094,18391,9703,28354,19588,5436,190,148993
"Republic of Adygea","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Republic of Adygea","total",NA,402578,348394,4772,84098,5795,58448,19855,6986,128401,93302,35099,77717,39523,6151,746,54184
"Republic of Adygea","total","indicated status",348959,341678,4703,82856,5730,57618,19508,6842,126055,91465,34590,76019,38510,5957,736,7281
"Republic of Adygea","total","labour force",195842,190936,3256,60886,4621,41388,14877,4611,75289,53690,21599,33190,13317,239,148,4906
"Republic of Adygea","total","employed",193644,188754,3225,60299,4576,40994,14729,4560,74510,53175,21335,32672,13115,232,141,4890
"Republic of Adygea","total","unemployed",2198,2182,31,587,45,394,148,51,779,515,264,518,202,7,7,16
"Republic of Adygea","total","not in labour",153117,150742,1447,21970,1109,16230,4631,2231,50766,37775,12991,42829,25193,5718,588,2375
"Republic of Adygea","total","labour force",2814,2788,49,771,65,483,223,78,907,602,305,688,268,14,13,26
"Republic of Adygea","total",NA,53619,6716,69,1242,65,830,347,144,2346,1837,509,1698,1013,194,10,46903
"Republic of Adygea","city",NA,197482,155987,2405,51197,3825,35744,11628,4051,57412,44823,12589,28259,10809,1638,216,41495
"Republic of Adygea","city","indicated status",156720,151574,2353,50251,3777,35086,11388,3929,55859,43548,12311,27192,10237,1542,211,5146
"Republic of Adygea","city","labour force",91191,87711,1633,36816,3031,25024,8761,2668,32675,25056,7619,11052,2782,49,36,3480
"Republic of Adygea","city","employed",90329,86860,1617,36478,3004,24793,8681,2639,32411,24863,7548,10890,2743,48,34,3469
"Republic of Adygea","city","unemployed",862,851,16,338,27,231,80,29,264,193,71,162,39,1,2,11
"Republic of Adygea","city","not in labour",65529,63863,720,13435,746,10062,2627,1261,23184,18492,4692,16140,7455,1493,175,1666
"Republic of Adygea","city","labour force",1189,1174,27,449,36,295,118,40,319,217,102,262,70,4,3,15
"Republic of Adygea","city",NA,40762,4413,52,946,48,658,240,122,1553,1275,278,1067,572,96,5,36349
"Republic of Adygea","village",NA,205096,192407,2367,32901,1970,22704,8227,2935,70989,48479,22510,49458,28714,4513,530,12689
"Republic of Adygea","village","indicated status",192239,190104,2350,32605,1953,22532,8120,2913,70196,47917,22279,48827,28273,4415,525,2135
"Republic of Adygea","village","labour force",104651,103225,1623,24070,1590,16364,6116,1943,42614,28634,13980,22138,10535,190,112,1426
"Republic of Adygea","village","employed",103315,101894,1608,23821,1572,16201,6048,1921,42099,28312,13787,21782,10372,184,107,1421
"Republic of Adygea","village","unemployed",1336,1331,15,249,18,163,68,22,515,322,193,356,163,6,5,5
"Republic of Adygea","village","not in labour",87588,86879,727,8535,363,6168,2004,970,27582,19283,8299,26689,17738,4225,413,709
"Republic of Adygea","village","labour force",1625,1614,22,322,29,188,105,38,588,385,203,426,198,10,10,11
"Republic of Adygea","village",NA,12857,2303,17,296,17,172,107,22,793,562,231,631,441,98,5,10554
"Republic of Kalmykia","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Republic of Kalmykia","total",NA,211569,202651,1743,58519,3490,42264,12765,3250,70672,51323,19349,43139,20943,3792,593,8918
"Republic of Kalmykia","total","indicated status",201205,200565,1724,58141,3476,41983,12682,3205,69928,50792,19136,42598,20654,3729,586,640
"Republic of Kalmykia","total","labour force",108126,107817,1242,43154,2858,30836,9460,1923,40049,28892,11157,16350,5017,44,38,309
"Republic of Kalmykia","total","employed",104816,104513,1233,42379,2801,30327,9251,1855,38822,28077,10745,15424,4722,43,35,303
"Republic of Kalmykia","total","unemployed",3310,3304,9,775,57,509,209,68,1227,815,412,926,295,1,3,6
"Republic of Kalmykia","total","not in labour",93079,92748,482,14987,618,11147,3222,1282,29879,21900,7979,26248,15637,3685,548,331
"Republic of Kalmykia","total","labour force",2870,2861,14,782,53,530,199,61,978,630,348,686,333,4,3,9
"Republic of Kalmykia","total",NA,10364,2086,19,378,14,281,83,45,744,531,213,541,289,63,7,8278
"Republic of Kalmykia","city",NA,98035,90694,1217,35307,2399,25681,7227,1878,32072,24198,7874,12588,6043,1378,211,7341
"Republic of Kalmykia","city","indicated status",89972,89595,1200,35053,2390,25502,7161,1842,31626,23826,7800,12399,5911,1355,209,377
"Republic of Kalmykia","city","labour force",49933,49759,860,25863,1957,18597,5309,1071,17528,13220,4308,3667,750,4,16,174
"Republic of Kalmykia","city","employed",48797,48625,855,25430,1915,18321,5194,1046,17035,12881,4154,3530,710,4,15,172
"Republic of Kalmykia","city","unemployed",1136,1134,5,433,42,276,115,25,493,339,154,137,40,NA,1,2
"Republic of Kalmykia","city","not in labour",40039,39836,340,9190,433,6905,1852,771,14098,10606,3492,8732,5161,1351,193,203
"Republic of Kalmykia","city","labour force",1129,1122,9,481,45,323,113,25,398,257,141,161,44,2,2,7
"Republic of Kalmykia","city",NA,8063,1099,17,254,9,179,66,36,446,372,74,189,132,23,2,6964
"Republic of Kalmykia","village",NA,113534,111957,526,23212,1091,16583,5538,1372,38600,27125,11475,30551,14900,2414,382,1577
"Republic of Kalmykia","village","indicated status",111233,110970,524,23088,1086,16481,5521,1363,38302,26966,11336,30199,14743,2374,377,263
"Republic of Kalmykia","village","labour force",58193,58058,382,17291,901,12239,4151,852,22521,15672,6849,12683,4267,40,22,135
"Republic of Kalmykia","village","employed",56019,55888,378,16949,886,12006,4057,809,21787,15196,6591,11894,4012,39,20,131
"Republic of Kalmykia","village","unemployed",2174,2170,4,342,15,233,94,43,734,476,258,789,255,1,2,4
"Republic of Kalmykia","village","not in labour",53040,52912,142,5797,185,4242,1370,511,15781,11294,4487,17516,10476,2334,355,128
"Republic of Kalmykia","village","labour force",1741,1739,5,301,8,207,86,36,580,373,207,525,289,2,1,2
"Republic of Kalmykia","village",NA,2301,987,2,124,5,102,17,9,298,159,139,352,157,40,5,1314
"Republic of Crimea","village",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Republic of Crimea","total",NA,1613823,1400214,13430,349007,38461,230433,80113,29344,528587,353321,175266,342982,108939,26050,1875,213609
"Republic of Crimea","total","indicated status",1386126,1351717,12966,339683,37644,224524,77515,28262,512771,342086,170685,328826,103123,24252,1834,34409
"Republic of Crimea","total","labour force",733595,712154,7424,233830,29043,149557,55230,18401,283103,183659,99444,139010,28091,2126,169,21441
"Republic of Crimea","total","employed",723073,701734,7361,231385,28692,148046,54647,18166,279362,181451,97911,135844,27395,2058,163,21339
"Republic of Crimea","total","unemployed",10522,10420,63,2445,351,1511,583,235,3741,2208,1533,3166,696,68,6,102
"Republic of Crimea","total","not in labour",652531,639563,5542,105853,8601,74967,22285,9861,229668,158427,71241,189816,75032,22126,1665,12968
"Republic of Crimea","total","labour force",14458,13989,110,3310,460,2050,800,288,4880,3025,1855,4158,1081,143,19,469
"Republic of Crimea","total",NA,227697,48497,464,9324,817,5909,2598,1082,15816,11235,4581,14156,5816,1798,41,179200
"Republic of Crimea","city",NA,829381,668187,9411,211298,25265,140343,45690,17487,256371,176382,79989,123542,40792,8645,641,161194
"Republic of Crimea","city","indicated status",666674,640603,9042,205134,24800,136291,44043,16764,247107,169564,77543,116719,37575,7642,620,26071
"Republic of Crimea","city","labour force",377885,361405,5266,143573,19158,92246,32169,11345,140690,93716,46974,49391,10455,595,90,16480
"Republic of Crimea","city","employed",373874,357469,5224,142167,18929,91365,31873,11212,139346,92879,46467,48553,10299,578,90,16405
"Republic of Crimea","city","unemployed",4011,3936,42,1406,229,881,296,133,1344,837,507,838,156,17,NA,75
"Republic of Crimea","city","not in labour",288789,279198,3776,61561,5642,44045,11874,5419,106417,75848,30569,67328,27120,7047,530,9591
"Republic of Crimea","city","labour force",6062,5697,75,1949,297,1215,437,151,1895,1280,615,1319,252,49,7,365
"Republic of Crimea","city",NA,162707,27584,369,6164,465,4052,1647,723,9264,6818,2446,6823,3217,1003,21,135123
